Time,anger,happy,hate,neutral,sad
00:00,3,34,9,131,58
00:20,3,42,11,125,55
00:40,1,37,15,143,81
01:00,1,43,20,126,60
01:20,7,43,8,122,62
01:40,1,44,18,115,64
02:00,0,47,15,129,57
02:20,2,38,10,126,59
02:40,1,41,16,96,62
03:00,1,33,13,119,67
03:20,2,40,15,96,54
03:40,1,48,14,138,58
04:00,1,47,16,145,60
04:20,4,41,13,131,84
04:40,3,67,14,161,95
05:00,1,66,20,131,60
05:20,2,55,16,128,74
05:40,2,42,13,136,82
06:00,1,46,5,130,75
06:20,1,41,19,136,61
06:40,1,53,11,130,52
07:00,2,58,15,128,72
07:20,1,52,8,126,54
07:40,1,46,16,127,52
08:00,1,28,21,117,61
08:20,3,41,14,109,39
08:40,2,40,12,84,41
09:00,1,39,8,91,49
09:20,1,34,12,110,56
09:40,1,25,9,86,47
10:00,0,28,9,75,44
10:20,2,24,7,93,44
10:40,2,39,7,73,54
11:00,3,36,11,83,59
11:20,1,32,10,66,46
11:40,0,25,8,67,38
12:00,2,19,12,95,29
12:20,0,29,3,72,35
12:40,3,20,2,67,39
13:00,0,25,6,74,36
13:20,0,29,9,85,39
13:40,0,30,9,94,33
14:00,1,30,14,83,34
14:20,4,41,6,97,70
14:40,0,25,5,84,42
15:00,0,33,8,101,44
15:20,1,30,6,100,34
15:40,0,34,10,108,50
16:00,1,47,8,109,52
16:20,1,30,8,109,55
16:40,0,21,12,78,45
17:00,0,20,14,104,49
17:20,3,33,9,75,41
17:40,0,25,13,89,48
18:00,2,33,9,91,54
18:20,0,30,10,77,46
18:40,0,34,12,99,49
19:00,1,30,7,88,62
19:20,1,23,7,93,59
19:40,2,33,9,94,54
20:00,1,46,10,117,51
20:20,1,46,13,139,81
20:40,1,50,14,102,80
21:00,2,39,6,134,85
21:20,3,49,14,151,73
21:40,2,44,13,138,78
22:00,3,33,17,128,83
22:20,2,45,20,118,64
22:40,5,48,20,144,83
23:00,2,45,9,122,79
23:20,3,39,15,118,73
23:40,0,29,12,136,49
