Time,anger,happy,hate,neutral,sad
00:00,54,555,160,1584,938
00:20,65,564,129,1562,875
00:40,61,545,160,1680,897
01:00,42,514,151,1587,907
01:20,56,577,150,1584,887
01:40,67,534,147,1670,862
02:00,64,686,163,1816,1076
02:20,57,647,158,1930,1089
02:40,52,714,174,1947,1089
03:00,58,591,149,1834,1058
03:20,57,566,146,1714,971
03:40,51,563,148,1704,998
04:00,62,584,145,1642,930
04:20,81,552,147,1637,918
04:40,55,575,143,1705,924
05:00,66,553,147,1544,918
05:20,60,506,161,1462,831
05:40,68,548,139,1569,872
06:00,60,491,163,1558,860
06:20,62,504,156,1502,855
06:40,63,486,141,1458,797
07:00,47,518,122,1457,804
07:20,55,456,132,1370,772
07:40,47,438,114,1255,777
08:00,56,429,112,1223,707
08:20,50,374,123,1162,681
08:40,37,383,94,1150,652
09:00,45,422,105,1135,612
09:20,50,425,86,1047,593
09:40,41,332,75,975,520
10:00,30,342,91,961,536
10:20,45,301,70,1001,490
10:40,41,314,67,964,501
11:00,44,311,78,896,493
11:20,19,291,59,918,450
11:40,32,280,62,878,451
12:00,33,275,71,842,432
12:20,31,269,69,749,417
12:40,27,279,69,743,413
13:00,29,261,72,831,384
13:20,23,254,62,730,405
13:40,17,255,71,733,413
14:00,34,239,61,686,359
14:20,25,260,45,774,404
14:40,27,246,56,754,382
15:00,22,241,68,674,377
15:20,21,229,54,676,385
15:40,31,281,53,686,400
16:00,17,233,58,744,355
16:20,14,242,56,742,355
16:40,24,234,58,732,379
17:00,28,235,58,733,378
17:20,16,248,62,752,385
17:40,20,272,69,754,387
18:00,24,221,56,694,398
18:20,25,232,71,753,402
18:40,34,262,64,673,383
19:00,21,254,72,711,381
19:20,26,247,75,799,385
19:40,22,258,62,747,393
20:00,27,262,76,867,429
20:20,22,287,88,829,418
20:40,27,316,84,961,486
21:00,33,314,69,986,511
21:20,47,380,74,1100,587
21:40,45,393,99,1157,656
22:00,57,384,108,1179,637
22:20,46,440,155,1392,682
22:40,49,463,116,1476,784
23:00,51,464,137,1453,813
23:20,40,473,161,1561,884
23:40,50,517,135,1601,861
