Time,anger,happy,hate,neutral,sad
00:00,76,942,250,2916,1509
00:20,73,1014,207,2921,1454
00:40,66,1043,223,3047,1517
01:00,78,1204,249,3219,1690
01:20,88,1228,237,3050,1726
01:40,90,1146,246,3053,1625
02:00,97,1244,252,3448,1852
02:20,82,1089,217,2909,1610
02:40,95,1012,217,2681,1449
03:00,74,1171,200,2982,1425
03:20,82,1034,198,2755,1477
03:40,79,1078,215,2922,1568
04:00,92,967,209,2792,1448
04:20,81,993,207,2722,1421
04:40,64,935,192,2599,1310
05:00,67,884,178,2550,1342
05:20,66,799,198,2358,1223
05:40,65,893,151,2325,1164
06:00,77,833,165,2257,1142
06:20,58,761,167,2187,1174
06:40,57,782,155,2077,1107
07:00,64,758,177,2020,1045
07:20,54,692,155,1931,963
07:40,52,675,155,1820,964
08:00,72,763,159,1808,910
08:20,75,663,164,1838,992
08:40,58,669,140,1816,899
09:00,49,625,137,1683,887
09:20,41,612,147,1650,850
09:40,53,608,138,1616,887
10:00,46,579,134,1555,788
10:20,51,516,121,1580,779
10:40,41,565,141,1577,834
11:00,52,578,127,1653,891
11:20,53,486,117,1673,784
11:40,56,494,127,1491,799
12:00,43,490,134,1488,783
12:20,37,506,116,1463,734
12:40,45,503,107,1404,755
13:00,49,511,116,1430,737
13:20,44,515,108,1359,667
13:40,41,448,107,1224,678
14:00,43,563,110,1629,813
14:20,34,525,102,1412,744
14:40,40,445,109,1327,660
15:00,47,458,107,1291,688
15:20,38,437,98,1297,661
15:40,36,472,105,1300,640
16:00,47,462,116,1275,666
16:20,36,453,107,1320,666
16:40,38,445,120,1318,637
17:00,47,440,134,1239,601
17:20,46,448,109,1213,660
17:40,39,452,125,1312,638
18:00,45,478,93,1316,685
18:20,26,462,99,1300,711
18:40,43,484,109,1329,729
19:00,40,477,122,1501,782
19:20,50,530,125,1599,830
19:40,43,551,129,1582,782
20:00,54,690,144,1914,849
20:20,55,697,180,2080,994
20:40,75,744,147,2110,1068
21:00,70,800,152,2197,1099
21:20,77,806,190,2406,1251
21:40,64,859,178,2553,1177
22:00,85,988,232,2858,1389
22:20,84,900,195,2821,1467
22:40,94,944,212,2864,1352
23:00,90,1011,231,3060,1487
23:20,87,1050,260,3022,1499
23:40,100,967,200,2960,1536
