Time,anger,happy,hate,neutral,sad
00:01,29,385,65,1045,511
00:11,27,352,67,994,470
00:21,23,379,77,967,487
00:31,23,330,72,1014,521
00:41,30,341,79,971,519
00:51,20,327,71,990,512
01:01,35,406,71,1061,527
01:11,38,399,90,1162,562
01:21,37,389,88,1226,546
01:31,31,382,85,1200,500
01:41,32,419,99,1256,565
01:51,33,421,79,1169,605
02:01,41,380,81,1218,608
02:11,35,451,107,1225,654
02:21,45,467,89,1294,608
02:31,33,444,86,1283,620
02:41,40,470,88,1371,667
02:51,41,446,92,1378,687
03:01,41,413,103,1343,652
03:11,41,423,92,1271,623
03:21,35,425,76,1268,593
03:31,33,453,92,1173,582
03:41,33,377,88,1246,576
03:51,24,406,99,1249,577
04:01,31,401,95,1148,571
04:11,37,390,80,1169,557
04:21,30,370,88,1070,580
04:31,25,341,84,1015,527
04:41,30,359,84,950,521
04:51,37,358,83,1077,497
05:01,35,362,81,1060,502
05:11,31,366,62,1032,470
05:21,27,351,77,996,486
05:31,32,299,71,991,482
05:41,27,349,81,916,503
05:51,30,315,71,955,476
06:01,21,307,68,922,465
06:11,26,290,72,842,447
06:21,25,295,75,879,413
06:31,21,269,47,872,414
06:41,19,272,46,800,402
06:51,23,305,69,807,385
07:01,25,248,59,792,384
07:11,27,256,57,732,350
07:21,18,244,47,746,385
07:31,24,209,52,741,380
07:41,21,213,54,758,380
07:51,18,261,58,664,347
08:01,27,264,75,765,387
08:11,29,251,45,785,396
08:21,35,255,55,749,368
08:31,21,257,46,718,325
08:41,24,252,52,672,330
08:51,19,252,50,704,357
09:01,18,241,56,679,345
09:11,21,219,52,708,302
09:21,16,224,54,602,299
09:31,29,213,50,632,282
09:41,18,216,42,579,283
09:51,20,220,43,613,280
10:01,18,210,47,532,263
10:11,19,182,43,554,254
10:21,12,213,51,624,297
10:31,20,193,41,557,281
10:41,21,162,44,549,263
10:51,13,185,47,544,256
11:01,23,189,44,603,276
11:11,21,212,56,548,276
11:21,19,174,44,546,281
11:31,15,183,40,493,238
11:41,15,189,41,501,244
11:51,23,165,36,474,224
12:01,12,166,33,468,247
12:11,5,163,43,478,223
12:21,19,166,42,431,212
12:31,11,158,39,479,237
12:41,9,157,34,468,243
12:51,9,151,38,408,204
13:01,7,145,26,397,200
13:11,13,137,24,425,221
13:21,13,167,37,426,180
13:31,9,154,36,454,221
13:41,13,153,29,398,183
13:51,17,133,30,396,208
14:01,13,171,34,496,249
14:11,20,156,27,466,214
14:21,14,160,45,421,217
14:31,14,182,34,475,249
14:41,9,169,44,449,206
14:51,12,176,30,506,200
15:01,13,149,35,444,212
15:11,14,148,24,439,203
15:21,19,162,28,449,220
15:31,18,147,37,437,215
15:41,11,154,36,450,212
15:51,17,144,35,416,191
16:01,15,135,30,451,195
16:11,11,157,27,455,225
16:21,8,151,29,420,199
16:31,11,169,33,467,191
16:41,23,168,33,446,223
16:51,8,145,28,410,231
17:01,13,143,35,457,223
17:11,13,139,39,469,211
17:21,14,151,33,439,205
17:31,10,135,36,480,198
17:41,13,166,27,436,199
17:51,13,148,34,453,214
18:01,13,143,39,479,234
18:11,11,157,38,463,243
18:21,14,159,31,515,255
18:31,16,166,44,450,243
18:41,14,153,27,533,251
18:51,11,179,33,543,229
19:01,14,161,34,536,233
19:11,13,162,38,503,273
19:21,10,171,47,557,263
19:31,19,185,38,523,272
19:41,20,168,44,543,232
19:51,14,189,42,580,266
20:01,11,198,54,681,301
20:11,15,205,57,641,349
20:21,18,220,49,658,315
20:31,23,216,45,658,341
20:41,34,205,56,666,347
20:51,37,239,54,737,354
21:01,29,277,53,756,392
21:11,20,302,52,776,397
21:21,23,295,60,786,408
21:31,19,290,69,847,433
21:41,21,330,58,878,435
21:51,31,308,50,886,451
22:01,28,326,64,1015,495
22:11,28,346,72,1025,470
22:21,41,303,67,939,487
22:31,38,327,74,1086,488
22:41,26,324,62,1035,475
22:51,23,317,51,1026,477
23:01,35,346,59,1024,486
23:11,29,352,74,1063,491
23:21,33,323,58,953,486
23:31,29,364,70,947,520
23:41,31,335,62,1054,551
23:51,22,333,67,1047,465
