,sad,neutral,anger,happy,hate
00:01,"[2721, 245]","[4712, 458]","[142, 13]","[1922, 166]","[1111, 37]"
00:11,"[4238, 243]","[6207, 454]","[172, 13]","[2123, 144]","[238, 33]"
00:21,"[3585, 217]","[4260, 459]","[563, 15]","[2033, 181]","[211, 43]"
00:31,"[2960, 245]","[3975, 470]","[89, 15]","[2771, 194]","[485, 45]"
00:41,"[3017, 299]","[4750, 534]","[127, 13]","[3407, 166]","[108, 36]"
00:51,"[2564, 262]","[7090, 541]","[99, 25]","[1984, 172]","[319, 30]"
01:01,"[2766, 244]","[4222, 500]","[140, 19]","[2144, 170]","[327, 34]"
01:11,"[2272, 283]","[4196, 464]","[92, 16]","[2455, 153]","[1061, 51]"
01:21,"[3535, 266]","[4536, 506]","[562, 20]","[1825, 189]","[415, 49]"
01:31,"[2785, 260]","[5501, 519]","[47, 11]","[3196, 164]","[530, 57]"
01:41,"[2281, 222]","[4227, 494]","[394, 16]","[1612, 171]","[126, 37]"
01:51,"[7088, 257]","[3678, 469]","[55, 21]","[2023, 171]","[853, 38]"
02:01,"[2113, 221]","[4069, 448]","[123, 15]","[1317, 138]","[249, 43]"
02:11,"[1735, 232]","[3682, 446]","[-16, 7]","[4883, 149]","[206, 45]"
02:21,"[1721, 228]","[3533, 410]","[47, 15]","[1123, 138]","[465, 35]"
02:31,"[2214, 222]","[2451, 444]","[275, 24]","[1412, 149]","[441, 36]"
02:41,"[1991, 221]","[4901, 494]","[136, 19]","[1088, 152]","[374, 45]"
02:51,"[2815, 244]","[4184, 441]","[140, 11]","[2033, 163]","[346, 33]"
03:01,"[2869, 251]","[4478, 457]","[87, 15]","[3187, 196]","[1269, 40]"
03:11,"[2483, 239]","[4441, 502]","[3232, 15]","[1919, 155]","[259, 38]"
03:21,"[3542, 230]","[3492, 418]","[222, 23]","[3112, 143]","[1195, 33]"
03:31,"[1665, 255]","[5846, 464]","[25, 13]","[1685, 165]","[199, 44]"
03:41,"[2252, 245]","[4192, 457]","[47, 20]","[3299, 179]","[440, 32]"
03:51,"[2549, 249]","[3940, 441]","[44, 10]","[1528, 158]","[308, 45]"
04:01,"[2228, 266]","[3272, 449]","[350, 20]","[1914, 163]","[168, 37]"
04:11,"[2496, 252]","[2743, 485]","[42, 23]","[822, 153]","[323, 38]"
04:21,"[3712, 261]","[3764, 489]","[139, 23]","[1922, 163]","[572, 42]"
04:31,"[2139, 232]","[2873, 435]","[100, 16]","[2196, 164]","[495, 38]"
04:41,"[2775, 267]","[4674, 523]","[75, 15]","[1812, 168]","[335, 48]"
04:51,"[4128, 278]","[3898, 445]","[59, 14]","[3848, 154]","[740, 59]"
05:01,"[3005, 249]","[3290, 413]","[75, 18]","[2322, 137]","[116, 32]"
05:11,"[2215, 237]","[4365, 410]","[21, 8]","[1201, 143]","[217, 26]"
05:21,"[1820, 221]","[3388, 426]","[228, 21]","[1837, 157]","[782, 40]"
