Time,anger,happy,hate,neutral,sad
00:00,157,1322,563,3761,2947
00:20,183,1335,537,4167,3054
00:40,188,1542,592,4531,3476
01:00,188,1472,625,4421,3421
01:20,178,1373,594,4318,3309
01:40,185,1439,630,4279,3605
02:00,207,1469,736,4641,3798
02:20,206,1361,659,4205,3456
02:40,166,1393,585,4442,3406
03:00,193,1745,644,4854,3516
03:20,170,1446,578,4192,3311
03:40,209,1400,565,4035,3167
04:00,154,1358,594,4226,3223
04:20,163,1336,536,3929,3076
04:40,170,1304,551,4044,3186
05:00,135,1250,505,3814,2971
05:20,157,1376,499,3939,3103
05:40,173,1392,550,4039,3213
06:00,142,1165,446,3454,2683
06:20,158,1330,482,3531,2810
06:40,185,1468,553,3909,3295
07:00,121,1177,428,3300,2684
07:20,156,1256,494,3440,2738
07:40,138,1353,531,3618,2904
08:00,140,1118,438,3108,2310
08:20,106,957,405,2907,2232
08:40,114,981,385,2803,2169
09:00,114,972,386,2806,2147
09:20,91,913,335,2481,1910
09:40,98,947,322,2576,1871
10:00,106,871,340,2341,1857
10:20,93,828,318,2288,1721
10:40,79,729,279,2133,1666
11:00,82,740,260,2161,1697
11:20,86,720,270,2080,1525
11:40,73,682,259,1787,1444
12:00,74,682,272,1991,1417
12:20,87,611,263,1822,1426
12:40,83,614,253,1767,1319
13:00,65,598,235,1654,1332
13:20,67,603,234,1661,1236
13:40,72,576,208,1694,1287
14:00,66,607,221,1753,1281
14:20,68,555,234,1740,1255
14:40,72,620,241,1768,1287
15:00,83,539,231,1630,1310
15:20,80,565,247,1614,1319
15:40,62,576,244,1768,1383
16:00,75,555,215,1797,1332
16:20,73,617,252,1788,1396
16:40,70,769,289,2096,1749
17:00,87,661,307,2113,1585
17:20,101,659,277,2044,1554
17:40,97,925,340,2520,2172
18:00,105,749,334,2276,1850
18:20,97,780,346,2236,1936
18:40,119,824,366,2306,2024
19:00,133,811,364,2337,1910
19:20,101,801,324,2309,1885
19:40,129,881,411,2547,2130
20:00,133,942,357,2662,2055
20:20,138,1078,390,2968,2258
20:40,125,1135,421,3180,2505
21:00,144,1125,493,3179,2546
21:20,140,1103,494,3241,2446
21:40,144,1100,457,3237,2502
22:00,149,1112,496,3354,2637
22:20,152,1101,473,3337,2677
22:40,125,1085,500,3250,2641
23:00,165,1134,484,3547,2730
23:20,158,1171,508,3587,2819
23:40,148,1120,485,3579,2832
